iter	MultiClass
472	0.001798936517
473	0.001798786119
474	0.001789618999
475	0.001789203636
476	0.001785618452
477	0.001784189496
478	0.001774842973
479	0.001770225632
480	0.001770157153
481	0.001768240379
482	0.001761964143
483	0.001756960121
484	0.001746426979
485	0.00174299019
486	0.001731491668
487	0.001722207913
488	0.001721484657
489	0.001714172424
490	0.001713872586
491	0.001704271815
492	0.001701812158
493	0.001696640926
494	0.001694577866
495	0.001694510836
496	0.001691955055
497	0.001684015918
498	0.001678127426
499	0.001672581364
